StartTime,Motion
134.488942678,1150,603
134.587868028,1187,614
134.687863654,1198,535
134.79099688,1187,537
134.893657363,1200,548
134.987408845,1191,520
135.087392655,1190,264
135.193222674,1209,526
135.291329586,1213,66
135.390844976,1207,186
135.489066724,1216,167
135.590242482,1222,57
135.690638532,1102,177
135.788992938,1111,168
135.891265984,1109,170
135.986969281,1176,532
136.098432828,1167,526
136.191616835,1178,490
136.289602938,1167,112
136.392008778,1173,234
136.488673263,1219,60
136.591000224,1163,212
136.690971034,1230,49
136.790170748,1209,497
136.902959478,1175,104
137.011392142,1237,42
137.131685085,1205,74
137.241089127,1181,98
137.326561349,1209,178
137.40584427,1186,93
137.488162552,1179,100
137.586241131,1207,72
137.693050055,1181,98
137.791761997,1208,222
137.889260476,1211,216
137.991904439,1201,78
138.092454659,1186,93
138.190310963,1187,92
138.289134342,1183,96
138.388015723,1215,64
138.490590627,1172,107
138.58834982,1247,32
138.688786846,1190,89
138.790364672,1191,88
138.888912679,1188,91
138.990394294,1208,71
139.090677785,1186,93
139.194238169,1178,101
139.288437889,1225,186
139.390044204,1137,142
139.489206806,1174,105
139.589175381,1236,165
139.690947894,1247,140
139.787953521,1249,131
139.886286943,1215,140
139.986555464,1195,84
140.088828415,1191,426
140.188767824,1188,198
140.292195702,1194,231
140.388831659,1211,293
140.48697409,1181,237
140.6036139,1173,226
140.686448658,1126,210
140.788096587,1154,430
140.895911114,1160,227
140.990566677,1172,229
141.093094692,1169,221
141.195097869,1172,214
141.298358016,1188,214
141.393877351,1203,203
141.501398836,1179,190
141.604645178,1215,167
141.693235049,1195,196
141.790029194,1214,154
141.890201256,1207,157
141.991359982,1186,210
142.094307843,1207,163
142.195141118,1209,144
142.29267824,1214,158
142.389867234,1225,85
142.508854541,1223,56
142.61406461,1213,66
142.688640047,1136,37
142.791067679,1229,50
142.890875464,1226,122
142.991407181,1211,68
143.089770695,1210,69
143.191564043,1213,66
143.290273099,1227,52
143.387487509,1224,98
143.487653982,1238,92
143.595234003,1239,98
143.697307221,1248,321
143.789145675,1216,83
143.888235767,1208,71
143.993438809,1202,77
144.091201006,1195,84
144.189322858,1193,86
144.291522485,1182,97
144.388444681,1133,146
144.488457993,1114,165
144.590311212,1153,126
144.692191725,1151,128
144.790994066,1155,124
144.895408613,1186,93
144.98944692,1199,80
145.088529877,1131,148
145.188040047,1137,142
145.288385368,1128,151
145.390265652,1147,132
145.491067332,1125,154
145.587054776,1124,155
145.693821006,1146,133
145.807100816,1147,132
145.920762564,1156,123
146.025442368,1156,123
146.115467427,1152,127
146.190759162,1129,150
146.290109578,1147,132
146.391359464,1165,114
146.491196144,1166,113
146.592291272,1168,111
146.691334079,1150,129
146.79098632,1176,103
146.897604372,1154,125
147.004734451,1150,129
147.1086361,1156,123
147.206321399,1149,130
147.289527401,1165,114
147.390673297,1159,120
147.489720815,1157,122
147.589162523,1163,116
147.690740819,1156,123
147.790755504,1180,99
147.888453181,1168,111
147.995382458,1163,116
148.095227057,1186,93
148.193021404,0,0
148.291081772,0,0
148.393910366,3,527
148.48968184,0,0
148.59054276,0,0
148.688041885,0,0
148.793280894,0,0
148.892234652,0,0
148.991978236,0,0
149.091379944,3,515
149.191172398,0,0
149.289906637,0,0
149.391189945,0,0
149.490568712,0,0
149.593486697,0,0
149.69010066,0,0
149.792462989,0,0
149.894813316,0,0
149.993959587,0,0
150.089679939,0,0
150.191742937,0,0
150.298704889,0,0
150.390773006,10,520
150.493154537,0,0
150.597722462,0,0
150.715504423,3,520
150.812468055,28,517
150.90653849,0,0
150.988228434,0,0
151.0881892,3,524
151.188213089,0,0
151.291428684,38,800
151.402596038,163,672
151.517749393,14,775
151.634296771,57,587
151.728446865,83,427
151.8053875,156,282
151.892169036,197,165
151.996330117,267,18
152.089837711,1276,32
152.189822402,0,0
152.2921173,0,0
152.390479127,0,0
152.491659786,0,0
152.589799555,0,0
152.697658601,0,0
152.791907693,0,0
152.894436258,0,0
153.001308189,0,0
153.117310123,0,0
153.200426334,8,553
153.297318272,0,0
153.395281484,0,0
153.4910893,0,0
153.594775688,0,0
153.691705047,0,0
153.792953648,0,0
153.897094843,684,790
154.009029576,0,0
154.093630823,0,0
154.19065347,0,0
154.298077557,3,488
154.3941466,0,0
154.492723787,0,0
154.591113826,3,508
154.698321048,0,0
154.792550956,0,0
154.889614053,0,0
154.995071601,3,501
155.093215047,0,0
155.192271158,0,0
155.296147748,0,0
155.398184677,0,0
155.503572351,28,511
155.604505186,0,0
155.714784982,109,769
155.824805113,0,0
155.936054121,0,0
156.045919445,3,506
156.154416606,0,0
156.263514799,0,0
156.373535171,3,506
156.453079213,0,0
156.545551018,0,0
156.621523796,0,0
156.697327292,3,487
156.792201852,0,0
156.892648602,0,0
156.990889757,0,0
157.099448314,112,786
157.209446849,0,0
157.295481364,3,503
157.39148022,3,490
157.492542049,4,510
157.59405811,10,492
157.693657045,0,0
157.792407899,0,0
157.898064431,64,531
